path_id	project_id	project_number	course_id	href
530	0	1	5737801	https://openclassrooms.com/fr/courses/5737801-faites-vos-premiers-pas-sur-ordinateur
530	0	1	4312781	https://openclassrooms.com/fr/courses/4312781-apprenez-a-apprendre
530	0	2	5870011	https://openclassrooms.com/fr/courses/5870011-naviguez-sur-internet
530	0	3	5870066	https://openclassrooms.com/fr/courses/5870066-initiez-vous-au-traitement-de-texte
530	0	3	5870121	https://openclassrooms.com/fr/courses/5870121-realisez-un-diaporama-pour-accompagner-votre-presentation
530	0	3	7168336	https://openclassrooms.com/fr/courses/7168336-maitrisez-les-fondamentaux-dexcel
530	0	4	5870131	https://openclassrooms.com/fr/courses/5870131-communiquez-en-utilisant-les-outils-numeriques
530	0	5	5870206	https://openclassrooms.com/fr/courses/5870206-decouvrez-les-bases-de-la-securite-numerique
530	0	6	4312781	https://openclassrooms.com/fr/courses/4312781-apprenez-a-apprendre
577	0	1	5737801	https://openclassrooms.com/fr/courses/5737801-faites-vos-premiers-pas-sur-ordinateur
577	0	1	4312781	https://openclassrooms.com/fr/courses/4312781-apprenez-a-apprendre
577	0	2	5870011	https://openclassrooms.com/fr/courses/5870011-naviguez-sur-internet
577	0	3	5870131	https://openclassrooms.com/fr/courses/5870131-communiquez-en-utilisant-les-outils-numeriques
577	0	4	5870206	https://openclassrooms.com/fr/courses/5870206-decouvrez-les-bases-de-la-securite-numerique
218	0	1	5944991	https://openclassrooms.com/fr/courses/5944991-gerez-votre-temps-efficacement
218	0	1	6067991	https://openclassrooms.com/fr/courses/6067991-realisez-une-etude-de-marche
218	0	1	5191526	https://openclassrooms.com/fr/courses/5191526-realisez-votre-business-model-canvas
218	0	1	5454886	https://openclassrooms.com/fr/courses/5454886-creez-et-appliquez-une-charte-graphique
218	0	2	3013816	https://openclassrooms.com/fr/courses/3013816-initiez-vous-au-marketing-digital
218	0	2	5725346	https://openclassrooms.com/fr/courses/5725346-animez-vos-reseaux-sociaux
218	0	2	4750821	https://openclassrooms.com/fr/courses/4750821-initiez-vous-aux-techniques-commerciales
218	0	3	5191546	https://openclassrooms.com/fr/courses/5191546-construisez-un-business-plan
218	0	3	5177201	https://openclassrooms.com/fr/courses/5177201-choisissez-le-statut-juridique-adapte-a-votre-activite
218	0	4	6380896	https://openclassrooms.com/fr/courses/6380896-pilotez-une-prospection-commerciale-efficace
218	0	4	4577696	https://openclassrooms.com/fr/courses/4577696-prenez-la-parole-en-public
218	0	4	6391716	https://openclassrooms.com/fr/courses/6391716-reussissez-vos-rendez-vous-commerciaux
218	0	4	5489551	https://openclassrooms.com/fr/courses/5489551-creez-un-site-moderne-et-professionnel-avec-wordpress-5
218	0	4	3013891	https://openclassrooms.com/fr/courses/3013891-ameliorez-limpact-de-vos-presentations
218	0	5	4801106	https://openclassrooms.com/fr/courses/4801106-initiez-vous-a-la-comptabilite
218	0	5	5149176	https://openclassrooms.com/fr/courses/5149176-gerez-votre-tresorerie
218	0	5	4963261	https://openclassrooms.com/fr/courses/4963261-realisez-des-reportings-et-des-budgets-pour-convaincre
218	0	5	5191526	https://openclassrooms.com/fr/courses/5191526-realisez-votre-business-model-canvas
106	0	1	4312781	https://openclassrooms.com/fr/courses/4312781-apprenez-a-apprendre
106	0	1	5218141	https://openclassrooms.com/fr/courses/5218141-construisez-votre-projet-professionnel
106	0	1	5218221	https://openclassrooms.com/fr/courses/5218221-elaborez-votre-strategie-de-recherche-demploi
106	0	1	4805776	https://openclassrooms.com/fr/courses/4805776-mettez-en-place-un-systeme-de-veille-informationnelle
106	0	2	3013816	https://openclassrooms.com/fr/courses/3013816-initiez-vous-au-marketing-digital
106	0	2	4683376	https://openclassrooms.com/fr/courses/4683376-realisez-un-audit-marketing
106	0	2	4750821	https://openclassrooms.com/fr/courses/4750821-initiez-vous-aux-techniques-commerciales
106	0	2	5191526	https://openclassrooms.com/fr/courses/5191526-realisez-votre-business-model-canvas
106	0	2	3013891	https://openclassrooms.com/fr/courses/3013891-ameliorez-limpact-de-vos-presentations
106	0	3	4801106	https://openclassrooms.com/fr/courses/4801106-initiez-vous-a-la-comptabilite
106	0	3	4963261	https://openclassrooms.com/fr/courses/4963261-realisez-des-reportings-et-des-budgets-pour-convaincre
106	0	3	7168336	https://openclassrooms.com/fr/courses/7168336-maitrisez-les-fondamentaux-dexcel
106	0	4	4539151	https://openclassrooms.com/fr/courses/4539151-elaborez-un-plan-de-recrutement
106	0	4	4539261	https://openclassrooms.com/fr/courses/4539261-selectionnez-les-meilleurs-candidats
106	0	4	4539271	https://openclassrooms.com/fr/courses/4539271-integrez-vos-nouveaux-collaborateurs
106	0	4	4581041	https://openclassrooms.com/fr/courses/4581041-gerez-la-relation-de-travail
106	0	5	5341341	https://openclassrooms.com/fr/courses/5341341-appliquez-une-demarche-de-sante-et-securite-au-travail
106	0	5	4539321	https://openclassrooms.com/fr/courses/4539321-deployez-une-demarche-de-gpec
106	0	6	5258771	https://openclassrooms.com/fr/courses/5258771-adoptez-une-demarche-qualite-hygiene-securite-environnement
106	0	6	5746621	https://openclassrooms.com/fr/courses/5746621-exercez-votre-activite-professionnelle-avec-ethique
106	0	6	4577696	https://openclassrooms.com/fr/courses/4577696-prenez-la-parole-en-public
106	0	7	4104731	https://openclassrooms.com/fr/courses/4104731-developpez-votre-leadership-pour-mieux-diriger
106	0	7	5164316	https://openclassrooms.com/fr/courses/5164316-travaillez-efficacement-en-equipe
106	0	7	4727076	https://openclassrooms.com/fr/courses/4727076-apprenez-a-gerer-les-conflits
106	0	7	4934581	https://openclassrooms.com/fr/courses/4934581-managez-une-equipe-au-quotidien
106	0	8	4752336	https://openclassrooms.com/fr/courses/4752336-structurez-la-communication-interne-de-votre-entreprise
106	0	8	4929676	https://openclassrooms.com/fr/courses/4929676-redigez-des-ecrits-professionnels
106	0	9	4296701	https://openclassrooms.com/fr/courses/4296701-gerez-un-projet-digital-avec-une-methodologie-en-cascade
106	0	9	5191546	https://openclassrooms.com/fr/courses/5191546-construisez-un-business-plan
106	0	9	6067991	https://openclassrooms.com/fr/courses/6067991-realisez-une-etude-de-marche
536	0	1	4750821	https://openclassrooms.com/fr/courses/4750821-initiez-vous-aux-techniques-commerciales
536	0	1	4805776	https://openclassrooms.com/fr/courses/4805776-mettez-en-place-un-systeme-de-veille-informationnelle
536	0	1	5870131	https://openclassrooms.com/fr/courses/5870131-communiquez-en-utilisant-les-outils-numeriques
536	0	1	7381081	https://openclassrooms.com/fr/courses/7381081-engagez-vous-dans-votre-formation-openclassrooms
536	0	2	6380896	https://openclassrooms.com/fr/courses/6380896-pilotez-une-prospection-commerciale-efficace
536	0	2	3013816	https://openclassrooms.com/fr/courses/3013816-initiez-vous-au-marketing-digital
536	0	2	5944991	https://openclassrooms.com/fr/courses/5944991-gerez-votre-temps-efficacement
536	0	3	6391586	https://openclassrooms.com/fr/courses/6391586-utilisez-un-crm-dans-votre-activite-de-commercial
536	0	3	4577696	https://openclassrooms.com/fr/courses/4577696-prenez-la-parole-en-public
536	0	3	6068001	https://openclassrooms.com/fr/courses/6068001-reussissez-votre-campagne-de-mailing
536	0	3	4929676	https://openclassrooms.com/fr/courses/4929676-redigez-des-ecrits-professionnels
536	0	4	6391716	https://openclassrooms.com/fr/courses/6391716-reussissez-vos-rendez-vous-commerciaux
536	0	4	6510596	https://openclassrooms.com/fr/courses/6510596-developpez-votre-sens-du-service
536	0	5	5162341	https://openclassrooms.com/fr/courses/5162341-maitrisez-les-risques-juridiques-lies-au-numerique
536	0	5	5674851	https://openclassrooms.com/fr/courses/5674851-maitrisez-les-risques-juridiques-du-marketing-et-de-la-communication
536	0	5	4727076	https://openclassrooms.com/fr/courses/4727076-apprenez-a-gerer-les-conflits
536	0	6	6316366	https://openclassrooms.com/fr/courses/6316366-fidelisez-vos-clients
536	0	6	5754261	https://openclassrooms.com/fr/courses/5754261-developpez-votre-reseau-professionnel
102	0	1	4312781	https://openclassrooms.com/fr/courses/4312781-apprenez-a-apprendre
102	0	1	7381081	https://openclassrooms.com/fr/courses/7381081-engagez-vous-dans-votre-formation-openclassrooms
102	0	2	5218141	https://openclassrooms.com/fr/courses/5218141-construisez-votre-projet-professionnel
102	0	2	5492081	https://openclassrooms.com/fr/courses/5492081-decouvrez-lunivers-de-la-cybersecurite
102	0	3	2581701	https://openclassrooms.com/fr/courses/2581701-simulez-des-architectures-reseaux-avec-gns3
102	0	3	2222496	https://openclassrooms.com/fr/courses/2222496-centralisez-et-securisez-votre-annuaire-active-directory
102	0	3	1761876	https://openclassrooms.com/fr/courses/1761876-securisez-vos-infrastructures
102	0	3	7170491	https://openclassrooms.com/fr/courses/7170491-initiez-vous-a-linux
102	0	3	7192261	https://openclassrooms.com/fr/courses/7192261-simulez-le-schema-de-votre-reseau-avec-cisco-packet-tracer
102	0	3	7274161	https://openclassrooms.com/fr/courses/7274161-administrez-un-systeme-linux
102	0	3	2035806	https://openclassrooms.com/fr/courses/2035806-virtualisez-votre-architecture-et-vos-environnements-de-travail
102	0	4	1757741	https://openclassrooms.com/fr/courses/1757741-securisez-vos-donnees-avec-la-cryptographie
102	0	4	1761931	https://openclassrooms.com/fr/courses/1761931-securisez-vos-applications
102	0	4	6179306	https://openclassrooms.com/fr/courses/6179306-securisez-vos-applications-web-avec-lowasp
102	0	5	1756306	https://openclassrooms.com/fr/courses/1756306-planifiez-une-politique-daudit-au-sein-de-votre-entreprise
102	0	5	7727176	https://openclassrooms.com/fr/courses/7727176-realisez-un-test-dintrusion-web
102	0	6	1750566	https://openclassrooms.com/fr/courses/1750566-optimisez-la-securite-informatique-grace-au-monitoring
102	0	6	7192261	https://openclassrooms.com/fr/courses/7192261-simulez-le-schema-de-votre-reseau-avec-cisco-packet-tracer
102	0	7	1750151	https://openclassrooms.com/fr/courses/1750151-menez-une-investigation-d-incident-numerique-forensic
102	0	9	1734211	https://openclassrooms.com/fr/courses/1734211-analysez-et-gerez-des-risques-si
102	0	9	1734201	https://openclassrooms.com/fr/courses/1734201-definissez-la-politique-de-securite-de-votre-entreprise
102	0	9	4296701	https://openclassrooms.com/fr/courses/4296701-gerez-un-projet-digital-avec-une-methodologie-en-cascade
102	0	9	4507926	https://openclassrooms.com/fr/courses/4507926-initiez-vous-a-la-gestion-de-projet-agile
102	0	9	6227526	https://openclassrooms.com/fr/courses/6227526-mettez-en-place-un-plan-de-continuite-dactivite-pca
102	0	9	5162341	https://openclassrooms.com/fr/courses/5162341-maitrisez-les-risques-juridiques-lies-au-numerique
102	0	10	1733741	https://openclassrooms.com/fr/courses/1733741-effectuez-votre-veille-en-cybersecurite
102	0	10	4805776	https://openclassrooms.com/fr/courses/4805776-mettez-en-place-un-systeme-de-veille-informationnelle
102	0	11	4466756	https://openclassrooms.com/fr/courses/4466756-redigez-votre-rapport-de-stage
592	0	1	5218241	https://openclassrooms.com/fr/courses/5218241-obtenez-lemploi-qui-vous-correspond
592	0	1	6417031	https://openclassrooms.com/fr/courses/6417031-objectif-ia-initiez-vous-a-lintelligence-artificielle
592	0	1	6692406	https://openclassrooms.com/fr/courses/6692406-developpez-vos-soft-skills
592	0	1	7381081	https://openclassrooms.com/fr/courses/7381081-engagez-vous-dans-votre-formation-openclassrooms
592	0	2	7168336	https://openclassrooms.com/fr/courses/7168336-maitrisez-les-fondamentaux-dexcel
592	0	2	7139456	https://openclassrooms.com/fr/courses/7139456-perfectionnez-vous-sur-excel
592	0	2	6510596	https://openclassrooms.com/fr/courses/6510596-developpez-votre-sens-du-service
592	0	2	3013891	https://openclassrooms.com/fr/courses/3013891-ameliorez-limpact-de-vos-presentations
592	0	3	4449026	https://openclassrooms.com/fr/courses/4449026-initiez-vous-a-lalgebre-relationnelle-avec-le-langage-sql
592	0	3	3013891	https://openclassrooms.com/fr/courses/3013891-ameliorez-limpact-de-vos-presentations
592	0	3	7818671	https://openclassrooms.com/fr/courses/7818671-requetez-une-base-de-donnees-avec-sql
592	0	4	7168336	https://openclassrooms.com/fr/courses/7168336-maitrisez-les-fondamentaux-dexcel
592	0	4	7139456	https://openclassrooms.com/fr/courses/7139456-perfectionnez-vous-sur-excel
592	0	4	7693881	https://openclassrooms.com/fr/courses/7693881-initiez-vous-a-la-gouvernance-des-donnees
592	0	4	6909446	https://openclassrooms.com/fr/courses/6909446-prenez-des-decisions-efficaces
592	0	5	4449026	https://openclassrooms.com/fr/courses/4449026-initiez-vous-a-lalgebre-relationnelle-avec-le-langage-sql
592	0	5	6938711	https://openclassrooms.com/fr/courses/6938711-modelisez-vos-bases-de-donnees
592	0	5	4762856	https://openclassrooms.com/fr/courses/4762856-analysez-des-donnees-marketing
592	0	6	7410486	https://openclassrooms.com/fr/courses/7410486-nettoyez-et-analysez-votre-jeu-de-donnees
592	0	6	6204541	https://openclassrooms.com/fr/courses/6204541-initiez-vous-a-python-pour-lanalyse-de-donnees
592	0	6	7771531	https://openclassrooms.com/fr/courses/7771531-decouvrez-les-librairies-python-pour-la-data-science
592	0	6	5944991	https://openclassrooms.com/fr/courses/5944991-gerez-votre-temps-efficacement
592	0	7	7110891	https://openclassrooms.com/fr/courses/7110891-realisez-des-dashboards-avec-power-bi
592	0	7	5166341	https://openclassrooms.com/fr/courses/5166341-travaillez-en-autonomie
592	0	8	6204541	https://openclassrooms.com/fr/courses/6204541-initiez-vous-a-python-pour-lanalyse-de-donnees
592	0	8	4011851	https://openclassrooms.com/fr/courses/4011851-initiez-vous-au-machine-learning
592	0	8	5870121	https://openclassrooms.com/fr/courses/5870121-realisez-un-diaporama-pour-accompagner-votre-presentation
592	0	9	4577696	https://openclassrooms.com/fr/courses/4577696-prenez-la-parole-en-public
592	0	9	4929676	https://openclassrooms.com/fr/courses/4929676-redigez-des-ecrits-professionnels
592	0	9	5238041	https://openclassrooms.com/fr/courses/5238041-communiquez-et-formalisez-vos-idees-par-le-storytelling
592	0	9	4525361	https://openclassrooms.com/fr/courses/4525361-realisez-un-dashboard-avec-tableau
592	0	9	5164316	https://openclassrooms.com/fr/courses/5164316-travaillez-efficacement-en-equipe
324	0	1	7381081	https://openclassrooms.com/fr/courses/7381081-engagez-vous-dans-votre-formation-openclassrooms
324	0	1	6417031	https://openclassrooms.com/fr/courses/6417031-objectif-ia-initiez-vous-a-lintelligence-artificielle
324	0	2	4762856	https://openclassrooms.com/fr/courses/4762856-analysez-des-donnees-marketing
324	0	2	7168336	https://openclassrooms.com/fr/courses/7168336-maitrisez-les-fondamentaux-dexcel
324	0	2	3013891	https://openclassrooms.com/fr/courses/3013891-ameliorez-limpact-de-vos-presentations
324	0	3	6938711	https://openclassrooms.com/fr/courses/6938711-modelisez-vos-bases-de-donnees
324	0	3	7818671	https://openclassrooms.com/fr/courses/7818671-requetez-une-base-de-donnees-avec-sql
324	0	4	6204541	https://openclassrooms.com/fr/courses/6204541-initiez-vous-a-python-pour-lanalyse-de-donnees
324	0	4	7771531	https://openclassrooms.com/fr/courses/7771531-decouvrez-les-librairies-python-pour-la-data-science
324	0	4	4525256	https://openclassrooms.com/fr/courses/4525256-initiez-vous-au-langage-r-pour-analyser-vos-donnees
324	0	5	6204541	https://openclassrooms.com/fr/courses/6204541-initiez-vous-a-python-pour-lanalyse-de-donnees
324	0	5	7410486	https://openclassrooms.com/fr/courses/7410486-nettoyez-et-analysez-votre-jeu-de-donnees
324	0	6	4525296	https://openclassrooms.com/fr/courses/4525296-maitrisez-les-bases-des-probabilites
324	0	6	4525336	https://openclassrooms.com/fr/courses/4525336-realisez-des-rapports-statistiques-clairs-et-impactants
324	0	6	4525306	https://openclassrooms.com/fr/courses/4525306-initiez-vous-a-la-statistique-inferentielle
324	0	7	7693881	https://openclassrooms.com/fr/courses/7693881-initiez-vous-a-la-gouvernance-des-donnees
324	0	8	4525361	https://openclassrooms.com/fr/courses/4525361-realisez-un-dashboard-avec-tableau
324	0	8	7110891	https://openclassrooms.com/fr/courses/7110891-realisez-des-dashboards-avec-power-bi
324	0	9	4525281	https://openclassrooms.com/fr/courses/4525281-realisez-une-analyse-exploratoire-de-donnees
324	0	9	4379436	https://openclassrooms.com/fr/courses/4379436-explorez-vos-donnees-avec-des-algorithmes-non-supervises
324	0	10	4525326	https://openclassrooms.com/fr/courses/4525326-realisez-des-modelisations-de-donnees-performantes
324	0	10	4011851	https://openclassrooms.com/fr/courses/4011851-initiez-vous-au-machine-learning
164	0	1	7381081	https://openclassrooms.com/fr/courses/7381081-engagez-vous-dans-votre-formation-openclassrooms
164	0	2	6204541	https://openclassrooms.com/fr/courses/6204541-initiez-vous-a-python-pour-lanalyse-de-donnees
164	0	2	7771531	https://openclassrooms.com/fr/courses/7771531-decouvrez-les-librairies-python-pour-la-data-science
164	0	2	6173491	https://openclassrooms.com/fr/courses/6173491-apprenez-a-utiliser-la-ligne-de-commande-dans-un-terminal
164	0	2	7410486	https://openclassrooms.com/fr/courses/7410486-nettoyez-et-analysez-votre-jeu-de-donnees
164	0	3	4011851	https://openclassrooms.com/fr/courses/4011851-initiez-vous-au-machine-learning
164	0	3	4525281	https://openclassrooms.com/fr/courses/4525281-realisez-une-analyse-exploratoire-de-donnees
164	0	4	4297211	https://openclassrooms.com/fr/courses/4297211-evaluez-les-performances-dun-modele-de-machine-learning
164	0	4	4444646	https://openclassrooms.com/fr/courses/4444646-entrainez-un-modele-predictif-lineaire
164	0	4	4470406	https://openclassrooms.com/fr/courses/4470406-utilisez-des-modeles-supervises-non-lineaires
164	0	4	4470521	https://openclassrooms.com/fr/courses/4470521-modelisez-vos-donnees-avec-les-methodes-ensemblistes
164	0	5	4379436	https://openclassrooms.com/fr/courses/4379436-explorez-vos-donnees-avec-des-algorithmes-non-supervises
